Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source,Owner First Name,Owner Last Name
Kitchen remodeler,,The Stone Cobblers Counters and Cabinets,(774) 261-4445,,thestonecobblers.com,,40,4.8,,,,,,,,,,,,"317 W Boylston St, West Boylston, MA 01583",West Boylston,WORCESTER,MA,,"86R7+J3 West Boylston, Massachusetts",Google Maps,,
Sandwich shop,,Jersey Mike's Subs,(508) 300-9090,,jerseymikes.com,,314,4.2,,,,,,,,,,,,"450 William S Canning Blvd #9, Fall River, MA 02721",Fall River,BRISTOL,MA,,"MRCR+W7 Fall River, Massachusetts",Google Maps,,
Remodeler,,Quality Renovations Inc.,(413) 654-2297,,qualityrenovationsinc.com,,32,5.0,,,,,,,,,,,,"74 Elm St #534, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"494H+F9 West Springfield, Massachusetts",Google Maps,,
Kitchen remodeler,,Concord Kitchen & Design Center,(978) 263-9898,,concordbdc.com,,12,3.3,,,,,,,,,,,,"69 Great Rd, Acton, MA 01720",Acton,MIDDLESEX,MA,,"FHGQ+WJ Acton, Massachusetts",Google Maps,,
Furniture repair shop,,Thayer Finishing & Restoration,(781) 829-9036,,thayerfinishing.com,,3,5.0,,,,,,,,,,,,"300 Oak St #2230, Pembroke, MA 02359",Pembroke,PLYMOUTH,MA,,"463M+94 Pembroke, Massachusetts",Google Maps,,
Bakery,,Bread Euphoria Bakery & Café,(413) 268-7757,,breadeuphoria.org,,571,4.7,,,,,,,,,,,,"206 Main St, Haydenville, MA 01039",Haydenville,HAMPSHIRE,MA,,"9894+G6 Haydenville, Massachusetts",Google Maps,,
Countertop store,,Boston Bluestone,(781) 297-7707,,bostonbluestone.com,,19,4.4,,,,,,,,,,,,"199 Turnpike St, Stoughton, MA 02072",Stoughton,NORFOLK,MA,,"4W7H+C7 Stoughton, Massachusetts",Google Maps,,
General contractor,,MLJ General Contractors,(978) 274-4691,,mljgeneralcontractors.com,,26,5.0,,,,,,,,,,,,"29 Bow St, Salem, MA 01970",Salem,ESSEX,MA,,"G3CJ+4M Salem, Massachusetts",Google Maps,,
Hydroponics equipment supplier,,Green Matters,(508) 923-2800,,facebook.com,,123,5.0,,,,,,,,,,,,"592 Wareham St, Middleborough, MA 02346",Middleboro,PLYMOUTH,MA,,,Google Maps,,
Marble contractor,,The Stone Gallery by GMD,(508) 836-5521,,thestonegallery.net,,20,4.8,,,,,,,,,,,,"15 Old Flanders Rd, Westborough, MA 01581",Westborough,WORCESTER,MA,,"7F82+R9 Westborough, Massachusetts",Google Maps,,
Countertop store,,"Galaxy Granite & Marble, Inc.",(508) 660-2620,,galaxygranite.com,,54,4.8,,,,,,,,,,,,"370 Hartford Turnpike, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"67XR+X3 Shrewsbury, Massachusetts",Google Maps,,
Ice cream shop,,Handy Hill Creamery,(508) 636-8888,,facebook.com,,480,4.5,,,,,,,,,,,,"55 Hixbridge Rd, Westport, MA 02790",Westport,BRISTOL,MA,,"HW97+XJ Westport, Massachusetts",Google Maps,,
Remodeler,,Yankee Home,(877) 889-2653,,yankeehomeimprovement.com,,756,4.7,,,,,,,,,,,,"36 Justin Dr, Chicopee, MA 01022",Chicopee,HAMPDEN,MA,,"5CQR+PC Chicopee, Massachusetts",Google Maps,,
General contractor,,A Green Valley Construction | Decking | Finish Carpentry | Remodeling,(508) 861-5029,,agreenvalleyconstruction.com,,29,5.0,,,,,,,,,,,,"12 Cross St, Westborough, MA 01581",Westborough,WORCESTER,MA,,"798P+JP Westborough, Massachusetts",Google Maps,,
Hardware store,,MacKay's Ace Hardware,(978) 692-3346,,acehardware.com,,104,4.3,,,,,,,,,,,,"224 Littleton Rd, Westford, MA 01886",Westford,MIDDLESEX,MA,,"HH69+JQ Westford, Massachusetts",Google Maps,,
Fishing store,,FISH Northeast,(844) 744-3474,,fishandtackle.com,,104,4.8,,,,,,,,,,,,"68 Shops at 5 Way, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,"W8HW+CQ Plymouth, Massachusetts",Google Maps,,
Lingerie store,,Art of Intimates,(413) 340-4455,,artofintimates.com,,12,5.0,,,,,,,,,,,,"44 Main St, Amherst, MA 01002",Amherst,HAMPSHIRE,MA,,"9FGJ+9F Amherst, Massachusetts",Google Maps,,
Cabinet store,,The Kitchen & Vanity Shoppe,(781) 293-6600,,rkkitchenshoppe.com,,,5.0,,,,,,,,,,,,"6 Union St, Pembroke, MA 02359",Pembroke,PLYMOUTH,MA,,"25V5+86 Pembroke, Massachusetts",Google Maps,,
Granite supplier,,"Island Stone and Granite, Inc",(508) 274-3667,,islandstoneandgranite.com,,,,,,,,,,,,,,,"20 Fire Tower Rd, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"C8FG+JG Vineyard Haven, Tisbury, MA",Google Maps,CHRISTOPHER,KENNY
Granite supplier,,"Island Stone and Granite, Inc",(508) 274-3667,,islandstoneandgranite.com,,,,,,,,,,,,,,,"20 Fire Tower Rd, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"C8FG+JG Vineyard Haven, Tisbury, MA",Google Maps,ADRIAN,HIGGINS
Appliance store,,Tri-City Sales,(978) 744-6100,,tri-city-sales.com,,158,4.4,,,,,,,,,,,,"262 Highland Ave, Salem, MA 01970",Salem,ESSEX,MA,,"G33G+GC Salem, Massachusetts",Google Maps,,
Flooring store,,CarpetsPlus Colortile,(508) 673-9562,,carpetsplusma.com,,41,4.7,,,,,,,,,,,,"1157 County St, Somerset, MA 02726",Somerset,BRISTOL,MA,,"PVX4+M8 Somerset, Massachusetts",Google Maps,,
Woodworker,,Sprague Woodworking Co,(978) 456-3947,,spraguewoodworking.com,,9,5.0,,,,,,,,,,,,"240 Littleton County Rd, Harvard, MA 01451",Harvard,WORCESTER,MA,,"GF68+RC Harvard, Massachusetts",Google Maps,,
Appliance store,,D.R. Appliances,(978) 654-4148,,,,14,2.6,,,,,,,,,,,,"742 Lakeview Ave, Lowell, MA 01850",Lowell,MIDDLESEX,MA,,"MM4P+PQ Lowell, Massachusetts",Google Maps,EDGAR,A FERNANDEZ
Granite supplier,,All In Stone Inc,(508) 381-1901,,allinstoneinc.com,,10,5.0,,,,,,,,,,,,"7 Turnpike Rd, Southborough, MA 01772",Southborough,WORCESTER,MA,,"7GW4+Q6 Southborough, Massachusetts",Google Maps,BRANDON,DASILVEIRA
Granite supplier,,All In Stone Inc,(508) 381-1901,,allinstoneinc.com,,10,5.0,,,,,,,,,,,,"7 Turnpike Rd, Southborough, MA 01772",Southborough,WORCESTER,MA,,"7GW4+Q6 Southborough, Massachusetts",Google Maps,ROBERTO,DASILVEIRA
Flooring contractor,,Danek Flooring Inc.,(413) 645-5100,,danekflooring.com,,23,4.8,,,,,,,,,,,,"68 Mainline Dr, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"476C+P5 Westfield, Massachusetts",Google Maps,,
Restaurant,,Dough Company,(774) 202-7232,,doughconb.com,,311,4.3,,,,,,,,,,,,"127 W Rodney French Blvd, New Bedford, MA 02744",New Bedford,BRISTOL,MA,,"J36J+JR New Bedford, Massachusetts",Google Maps,,
Grocery store,,South Shore Market,(781) 536-4713,,southshoremarketusa.com,,58,4.7,,,,,,,,,,,,"256 Church St, Pembroke, MA 02359",Pembroke,PLYMOUTH,MA,,"465Q+3Q Pembroke, Massachusetts",Google Maps,,
Home improvement store,,MM Casa Inc,(888) 257-3857,,casainc.com,,,,,,,,,,,,,,,"21 Alpha Rd, Chelmsford, MA 01824",Chelmsford,MIDDLESEX,MA,,"HMVC+39 Chelmsford, Massachusetts",Google Maps,CHANGYI,HUANG
Kitchen remodeler,,Kitchen Encounters,(413) 596-6535,,kitchen-encounters.com,,20,4.3,,,,,,,,,,,,"15 Railroad Ave #1, Wilbraham, MA 01095",Wilbraham,HAMPDEN,MA,,"5H39+6H Wilbraham, Massachusetts",Google Maps,,
Building materials supplier,,DB&S Lumber & Building Supplies featuring a Kitchen & Bath Design Center,(781) 878-3345,,dbslumber.com,,14,4.8,,,,,,,,,,,,"78 Accord Park Dr, Norwell, MA 02061",Norwell,PLYMOUTH,MA,,"5487+M9 Norwell, Massachusetts",Google Maps,,
Kitchen remodeler,,Kitchens By Hastings,(781) 233-7171,,kitchensbyhastings.com,,5,4.2,,,,,,,,,,,,"36 Broadway, Saugus, MA 01906",Saugus,ESSEX,MA,,"FXXP+R4 Saugus, Massachusetts",Google Maps,,
Cabinet maker,,E&L Cabinets,(508) 251-1943,,eandlcabinets.com,,5,5.0,,,,,,,,,,,,"286 W Main St, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8CQQ+PF Marlborough, Massachusetts",Google Maps,,
Plumbing supply store,,Kitchen & Bath Gallery,(508) 696-9930,,kitchenbathgallery.com,,5,5.0,,,,,,,,,,,,"25 E Line Rd, Edgartown, MA 02539",Edgartown,DUKES,MA,,"99VW+6J Edgartown, Massachusetts",Google Maps,,
Cannabis store,,Full Harvest Moonz,(351) 500-6483,,fullharvestmoonz.com,,116,4.5,,,,,,,,,,,,"1201 Westford St, Lowell, MA 01851",Lowell,MIDDLESEX,MA,,"JJHV+52 Lowell, Massachusetts",Google Maps,MICHAELA,RISTUCCIA
Cannabis store,,Full Harvest Moonz,(351) 500-6483,,fullharvestmoonz.com,,116,4.5,,,,,,,,,,,,"1201 Westford St, Lowell, MA 01851",Lowell,MIDDLESEX,MA,,"JJHV+52 Lowell, Massachusetts",Google Maps,JANET,KUPRIS
Kitchen remodeler,,"Kitchens Direct, Inc",(508) 557-0392,,kitchensdirectne.com,,31,4.3,,,,,,,,,,,,"68 Mink St #10, Seekonk, MA 02771",Seekonk,BRISTOL,MA,,"QMVC+42 Seekonk, Massachusetts",Google Maps,,
Countertop store,,STONELINK MARBLE & GRANITE,(508) 393-0720,,stonelinkcorp.com,,134,4.9,,,,,,,,,,,,"70 Fremont St, Worcester, MA 01603",Worcester,WORCESTER,MA,,"65RC+G8 Worcester, Massachusetts",Google Maps,,
Cabinet store,,Patriot Living Cabinets & Stonework,(413) 726-8917,,,,3,5.0,,,,,,,,,,,,"1007 E Columbus Ave, Springfield, MA 01105",Springfield,HAMPDEN,MA,,"3CV8+XF Springfield, Massachusetts",Google Maps,,
Butcher shop,,Piantedosi Butcher Shop,(508) 746-1250,,piantedosibutcher.com,,69,4.6,,,,,,,,,,,,"282 Court St, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,"X8C9+P2 Plymouth, Massachusetts",Google Maps,,
Building materials store,,Pro Desk at The Home Depot,(413) 587-7812,,homedepot.com,,3,4.7,,,,,,,,,,,,"350 Russell St, Hadley, MA 01035",Hadley,HAMPSHIRE,MA,,"9C5X+WG Hadley, Massachusetts",Google Maps,,
Kitchen remodeler,,"Rock Pond - Kitchens, Baths and Home Renovations.",(774) 253-3828,,rockpondkitchens.com,,10,5.0,,,,,,,,,,,,"61 Pine St, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"F94R+4H Vineyard Haven, Tisbury, MA",Google Maps,,
Flooring contractor,,Cape Artisan Tile,(781) 633-6846,,,,6,4.8,,,,,,,,,,,,"22 Washington St, Norwell, MA 02061",Norwell,PLYMOUTH,MA,,"54F8+FJ Norwell, Massachusetts",Google Maps,,
Interior designer,,Seven Tide,(800) 842-5275,,7tide.com,,11,4.9,,,,,,,,,,,,"7 Tide St, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XW9+CW Boston, Massachusetts",Google Maps,,
Floor refinishing service,,Specialized Floor Care Services,(508) 904-8995,,specializedfloorcare.com,,20,5.0,,,,,,,,,,,,"32 Plain St, Taunton, MA 02780",Taunton,BRISTOL,MA,,"VWP7+28 Taunton, Massachusetts",Google Maps,,
Countertop store,,United Granite Works Inc.,(508) 752-2302,,unitedgraniteworks.com,,127,5.0,,,,,,,,,,,,"31 Sword St, Auburn, MA 01501",Auburn,WORCESTER,MA,,"65F9+7M Auburn, Massachusetts",Google Maps,,
Kitchen remodeler,,Wayside Kitchens,(978) 800-1711,,waysidekitchens.com,,26,4.8,,,,,,,,,,,,"448 King St, Littleton, MA 01460",Littleton,MIDDLESEX,MA,,"GGWF+7X Littleton, Massachusetts",Google Maps,,
Flooring contractor,,JT's Floor Refinishing,(413) 788-6149,,jtsfloorrefinishing.com,,15,5.0,,,,,,,,,,,,"314 St James Ave, Springfield, MA 01109",Springfield,HAMPDEN,MA,,"4C9H+7C Springfield, Massachusetts",Google Maps,,
Countertop store,,Divine Stoneworks,(508) 861-3220,,divinestoneworks.com,,134,4.9,,,,,,,,,,,,"60 Pleasant St #6, Ashland, MA 01721",Ashland,MIDDLESEX,MA,,"7G6J+C5 Ashland, Massachusetts",Google Maps,,
Grocery store,,Brant Rock Market,(781) 837-8839,,brantrockmarket.com,,149,4.7,,,,,,,,,,,,"24 Dyke Rd, Marshfield, MA 02050",Marshfield,PLYMOUTH,MA,,"39R3+M8 Marshfield, Massachusetts",Google Maps,,
Grocery store,,Millstone Farm Market,(413) 665-0543,,themillstonemarket.com,,186,4.7,,,,,,,,,,,,"24 S Main St, Sunderland, MA 01375",Sunderland,FRANKLIN,MA,,"FC69+JG Sunderland, Massachusetts",Google Maps,,
Hardware store,,Granite Stores of MV,(508) 627-3232,,granitestores.com,,143,4.7,,,,,,,,,,,,"242 Edgartown-Vineyard Haven Rd, Edgartown, MA 02539",Edgartown,DUKES,MA,,"9FW9+2W Edgartown, Massachusetts",Google Maps,,
Kitchen remodeler,,KITCHEN SPACES & INTERIORS,(781) 733-0008,,kitchenspacesandinteriors.com,,,,,,,,,,,,,,,"50a Country Way, Scituate, MA 02066",Scituate,PLYMOUTH,MA,,"57H2+RV Scituate, Massachusetts",Google Maps,,
Kitchen remodeler,,"Iwano and Sons Construction, Inc.",(781) 435-2126,,iwanosons.com,,44,5.0,,,,,,,,,,,,"399 Ferry St B, Everett, MA 02149",Everett,MIDDLESEX,MA,,"CX82+QF Everett, Massachusetts",Google Maps,,
Appliance store,,Iz Schwartz Appliance,(508) 674-3511,,izschwartzappliance.com,,283,4.8,,,,,,,,,,,,"110 Slades Ferry Ave, Somerset, MA 02726",Somerset,BRISTOL,MA,,"PRGR+VG Somerset, Massachusetts",Google Maps,,
Home improvement store,,Lowe's Home Improvement,(978) 230-4072,,lowes.com,,1389,4.0,,,,,,,,,,,,"198 New Lancaster Rd, Leominster, MA 01453",Leominster,WORCESTER,MA,,"F7WF+H4 Leominster, Massachusetts",Google Maps,,
Countertop store,,KP Countertops Inc.,(781) 251-9700,,stone-depot.us,,8,4.9,,,,,,,,,,,,"34 Legacy Blvd, Dedham, MA 02026",Dedham,NORFOLK,MA,,"6RMC+QR Dedham, Massachusetts",Google Maps,,
Carpenter,,Bowlen's Carpentry,(413) 348-0537,,bowlenscarpentry.com,,10,5.0,,,,,,,,,,,,"19 Overlook Dr, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"5944+3C West Springfield, Massachusetts",Google Maps,,
Kitchen remodeler,,Norfolk Kitchen & Bath Framingham,(508) 848-4290,,norfolkkitchenandbath.com,,38,4.1,,,,,,,,,,,,"624 Worcester Rd, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HXH+44 Framingham, Massachusetts",Google Maps,,
Sandwich shop,,Plimoth General Store & Eatery,(774) 608-7933,,plimothgeneralstore.com,,33,4.7,,,,,,,,,,,,"44 Main St, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,"X84P+M3 Plymouth, Massachusetts",Google Maps,,
Craft store,,JOANN Fabric and Crafts,(413) 586-1075,,joann.com,,316,4.3,,,,,,,,,,,,"367 Russell St Suite A06, Hadley, MA 01035",Hadley,HAMPSHIRE,MA,,"9F43+H7 Hadley, Massachusetts",Google Maps,,
Countertop store,,Stone Design Pro,(781) 331-3000,,stonedesignpro.com,,57,4.9,,,,,,,,,,,,"1235 Main St, Weymouth, MA 02190",Weymouth,NORFOLK,MA,,"526V+VG Weymouth, Massachusetts",Google Maps,,
Hardware store,,Eastman's Hardware,(508) 548-0407,,acehardware.com,,191,4.7,,,,,,,,,,,,"150 Main St, Falmouth, MA 02540",Falmouth,BARNSTABLE,MA,,"H93M+62 Falmouth, Massachusetts",Google Maps,,
Construction company,,Everett Supply & True Value Hardware,(781) 595-7272,,olivetreeconstructions.com,,38,4.0,,,,,,,,,,,,"435 Western Ave, Lynn, MA 01904",Lynn,ESSEX,MA,,"F2CV+CQ Lynn, Massachusetts",Google Maps,,
Cannabis store,,Solar Cannabis Co. Weed Dispensary Somerset,(508) 300-3366,,solarthera.com,,1312,4.7,,,,,,,,,,,,"1400 Brayton Point Rd, Somerset, MA 02725",Somerset,BRISTOL,MA,,"PRHG+JV Somerset, Massachusetts",Google Maps,,
Kitchen remodeler,,Ideal Kitchens,(508) 835-6767,,ideal-kitchens.com,,15,4.7,,,,,,,,,,,,"16 Lancaster St, West Boylston, MA 01583",West Boylston,WORCESTER,MA,,"96GG+R7 West Boylston, Massachusetts",Google Maps,,
Hardware store,,Lorden True Value Hardware,(978) 433-2348,,stores.truevalue.com,,63,4.2,,,,,,,,,,,,"53 Main St, Pepperell, MA 01463",Pepperell,MIDDLESEX,MA,,"MC87+73 Pepperell, Massachusetts",Google Maps,,
Flooring contractor,,Berzenski floor sanding,(413) 734-3574,,413flooring.com,,17,4.1,,,,,,,,,,,,"91 Providence St, Chicopee, MA 01020",Chicopee,HAMPDEN,MA,,"59FX+52 Chicopee, Massachusetts",Google Maps,,
Kitchen remodeler,,Sudbury Kitchens,(978) 443-8288,,sudburykitchens.com,,19,4.8,,,,,,,,,,,,"22 Union Ave, Sudbury, MA 01776",Sudbury,MIDDLESEX,MA,,"9H6H+V7 Sudbury, Massachusetts",Google Maps,,
Kitchen remodeler,,Rock Solid Kitchen and Bath,(774) 404-7883,,rocksolidkitchen.com,,18,4.0,,,,,,,,,,,,"53 Long Pond Rd, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,"W8JR+CC Plymouth, Massachusetts",Google Maps,,
Countertop store,,Duda & Holland,(413) 743-7643,,dandhkitchenandbath.com,,4,4.8,,,,,,,,,,,,"1526 Curran Hwy, North Adams, MA 01247",North Adams,BERKSHIRE,MA,,"MV6R+4X North Adams, Massachusetts",Google Maps,,
Granite supplier,,Earth Works Granite & Marble,(781) 356-3544,,,,15,4.9,,,,,,,,,,,,"89 Pearl St, Braintree, MA 02184",Braintree,NORFOLK,MA,,"6X2W+JQ Braintree, Massachusetts",Google Maps,,
General contractor,,Landers Construction Company,(508) 685-4628,,landersconstructioncompany.com,,,5.0,,,,,,,,,,,,"75 Manchester Ave, Oak Bluffs, MA 02557",Oak Bluffs,DUKES,MA,,"CCQ9+P3 Oak Bluffs, Massachusetts",Google Maps,,
Kitchen remodeler,,"J. DiChiara & Sons, Inc.",(781) 233-9105,,jdichiarasons.com,,4,5.0,,,,,,,,,,,,"327 Central St, Saugus, MA 01906",Saugus,ESSEX,MA,,"FX7R+62 Saugus, Massachusetts",Google Maps,,
Hardware store,,Salk's Ace Hardware & Marine Seekonk,(401) 229-2700,,salkshardware.com,,169,4.3,,,,,,,,,,,,"96 Taunton Ave, Seekonk, MA 02771",Seekonk,BRISTOL,MA,,"RMF4+VJ Seekonk, Massachusetts",Google Maps,,
Granite supplier,,AGF Surfaces,(508) 757-2178,,agfsurfaces.com,,70,4.9,,,,,,,,,,,,"10 Nashua St, Worcester, MA 01605",Worcester,WORCESTER,MA,,"76M2+9C Worcester, Massachusetts",Google Maps,,
Hardware store,,Apple Meadow True Value,(978) 597-6817,,applemeadowhardware.com,,102,4.7,,,,,,,,,,,,"10 Elm St, Townsend, MA 01469",Townsend,MIDDLESEX,MA,,"M78V+8G Townsend, Massachusetts",Google Maps,,
Contractor,,Paint Perfect Inc,(413) 735-9288,,paintperfectcorp.com,,35,4.9,,,,,,,,,,,,"734 Bliss Rd Suite 4, Longmeadow, MA 01106",Longmeadow,HAMPDEN,MA,,"3C4W+PM Longmeadow, Massachusetts",Google Maps,,
Granite supplier,,ECR Marble and Granite,(774) 225-2994,,,,,5.0,,,,,,,,,,,,"470 Franklin St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HQC+J6 Framingham, Massachusetts",Google Maps,,
Kitchen remodeler,,White Wood Kitchens,(774) 413-5065,,whitewoodkitchen.com,,3,5.0,,,,,,,,,,,,"56 Main St, Kingston, MA 02364",Kingston,PLYMOUTH,MA,,"X7MW+PR Kingston, Massachusetts",Google Maps,,
Granite supplier,,Andrew Willey Marble & Granite,(413) 243-0228,,awmarbleandgranite.com,,17,3.8,,,,,,,,,,,,"137 Main St, Lee, MA 01238",Lee,BERKSHIRE,MA,,"8P4X+QR Lee, Massachusetts",Google Maps,,
Tile store,,Tile World Design Center,(781) 340-4450,,tileworlddesign.com,,339,5.0,,,,,,,,,,,,"1595 Main St, Weymouth, MA 02190",Weymouth,NORFOLK,MA,,"42XV+XQ Weymouth, Massachusetts",Google Maps,,
Italian grocery store,,La Strada,(508) 338-7397,,toasttab.com,,14,5.0,,,,,,,,,,,,"65 Main St, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"F94W+7V Vineyard Haven, Tisbury, MA",Google Maps,,
HVAC contractor,,Vasi Refrigeration HVAC,(781) 526-1637,,vasirefrigeration.com,,44,4.6,,,,,,,,,,,,"133 Essex St, Saugus, MA 01906",Saugus,ESSEX,MA,,"FX2M+FQ Saugus, Massachusetts",Google Maps,,
Stone cutter,,RDS Marble and Granite,(978) 201-6944,,rdsmarbleandgranite.com,,26,4.8,,,,,,,,,,,,"12 Rogers Rd Unit 7, Haverhill, MA 01835",Haverhill,ESSEX,MA,,"QV6Q+HJ Haverhill, Massachusetts",Google Maps,,
Kitchen remodeler,,Kitchen Associates,(978) 422-3322,,kitchenassociates.com,,25,4.6,,,,,,,,,,,,"76 Leominster Rd, Sterling, MA 01564",Sterling,WORCESTER,MA,,"C6XX+28 Sterling, Massachusetts",Google Maps,,
Health food store,,Roots Natural Foods Market. Kitchen + Organic Juice Bar,(978) 534-7668,,rootsnaturalfoods.com,,141,4.5,,,,,,,,,,,,"100 Crawford St, Leominster, MA 01453",Leominster,WORCESTER,MA,,"G7W3+7P Leominster, Massachusetts",Google Maps,,
Roofing contractor,,Major Home Improvements,(413) 636-6046,,majorhomeimprovements.com,,205,5.0,,,,,,,,,,,,"22 Verona St, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"477F+XP Westfield, Massachusetts",Google Maps,,
Countertop store,,Cambria Sales and Distribution Center Showroom - Boston,(978) 315-9010,,cambriausa.com,,34,5.0,,,,,,,,,,,,"357 Fortune Blvd, Milford, MA 01757",Milford,WORCESTER,MA,,"5G53+99 Milford, Massachusetts",Google Maps,,
Hardware store,,Hamshaw Lumber-Deerfield,(413) 665-8881,,acehardware.com,,5,4.4,,,,,,,,,,,,"16 Elm St, South Deerfield, MA 01373",South Deerfield,FRANKLIN,MA,,"F9HQ+6W South Deerfield, Deerfield, MA",Google Maps,,
Cabinet store,,Plymouth Rock Kitchens,(508) 927-1074,,plymouthrockkitchens.com,,7,5.0,,,,,,,,,,,,"34 S Park Ave, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,"X86J+GP Plymouth, Massachusetts",Google Maps,,
Hardware store,,Shirleys True Value Hardware,(508) 693-3070,,stores.truevalue.com,,58,4.5,,,,,,,,,,,,"374 State Rd, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"C9WP+R3 Vineyard Haven, Tisbury, MA",Google Maps,,
Construction company,,Rimini Home Improvement,(617) 320-9486,,riminihomeimprovement.com,,11,5.0,,,,,,,,,,,,"508 Washington St, Quincy, MA 02169",Quincy,NORFOLK,MA,,"62X9+5J Quincy, Massachusetts",Google Maps,,
Flooring contractor,,Romero Hardwood Floors,(617) 913-0155,,romerohardwoodfloor.com,,96,5.0,,,,,,,,,,,,"85 Davis St, Revere, MA 02151",Revere,SUFFOLK,MA,,"CX9R+Q4 Revere, Massachusetts",Google Maps,,
Countertop store,,Seacoast Stone,(978) 201-6944,,rdsmarbleandgranite.com,,45,4.7,,,,,,,,,,,,"12 Rogers Rd Unit 7, Haverhill, MA 01835",Haverhill,ESSEX,MA,,"QV6Q+HJ Haverhill, Massachusetts",Google Maps,,
Countertop store,,Continental Stone Design Center,(978) 422-8700,,continentalstone.com,,,,,,,,,,,,,,,"287 Leominster Rd, Sterling, MA 01564",Sterling,WORCESTER,MA,,"F7F3+8F Sterling, Massachusetts",Google Maps,,
Cabinet maker,,Superior Kitchen Design,(978) 632-5072,,superiorkitchens.net,,10,4.6,,,,,,,,,,,,"166 Mill St, Gardner, MA 01440",Gardner,WORCESTER,MA,,"H245+2M Gardner, Massachusetts",Google Maps,,
Heating contractor,,"Hurley & David - Air Conditioning, Plumbing, & Heating",(413) 414-4777,,hurleyanddavid.com,,2500,4.7,,,,,,,,,,,,"90 Fisk Ave, Springfield, MA 01107",Springfield,HAMPDEN,MA,,"49CP+WF Springfield, Massachusetts",Google Maps,,
Cabinet store,,Dolce Vita Kitchen and Bath,(508) 861-7314,,dvkitchens.com,,32,5.0,,,,,,,,,,,,"405 Cochituate Rd, Framingham, MA 01701",Framingham,MIDDLESEX,MA,,"8J45+82 Framingham, Massachusetts",Google Maps,,
Countertop store,,J & D Custom Counter Tops,(508) 822-7060,,,,11,4.9,,,,,,,,,,,,"250 Cape Hwy, East Taunton, MA 02718",East Taunton,BRISTOL,MA,,"W235+GH East Taunton, Taunton, MA",Google Maps,,
Kitchen remodeler,,Jil's Kitchen Design Studio,(508) 465-0052,,jilskds.com,,,,,,,,,,,,,,,"2 Fuller St, Carver, MA 02330",Carver,PLYMOUTH,MA,,"W57W+3F Carver, Massachusetts",Google Maps,,
Jewelry store,,Stefanie Wolf Designs,(774) 549-9526,,stefaniewolf.com,,30,4.9,,,,,,,,,,,,"37 Circuit Ave, Oak Bluffs, MA 02557",Oak Bluffs,DUKES,MA,,"FC4R+6H Oak Bluffs, Massachusetts",Google Maps,,
Granite supplier,,Buonato Granite & Marble,(781) 341-5888,,,,9,4.6,,,,,,,,,,,,"130 Maple St #3, Stoughton, MA 02072",Stoughton,NORFOLK,MA,,"4WWH+62 Stoughton, Massachusetts",Google Maps,,
Flooring contractor,,Sharks Hardwood Floor,(617) 429-8702,,,,2,5.0,,,,,,,,,,,,"830 Salem St, Malden, MA 02148",Malden,MIDDLESEX,MA,,"CXM5+MF Malden, Massachusetts",Google Maps,,
Kitchen remodeler,,Luxury Makeover,(888) 897-8558,,luxurymakeover.com,,19,5.0,,,,,,,,,,,,"22 N Main St, Leominster, MA 01453",Leominster,WORCESTER,MA,,"G6MV+2G Leominster, Massachusetts",Google Maps,,
Kitchen remodeler,,"Michael James Design, Inc.",(978) 689-4724,,michaeljamesdesign.com,,4,4.0,,,,,,,,,,,,"234B Pleasant St, Methuen, MA 01844",Methuen,ESSEX,MA,,"PRQH+WW Methuen, Massachusetts",Google Maps,,
Hardware store,,County Line Lumber & Building Center,(978) 575-0427,,,,,,,,,,,,,,,,,"199 Petersham Rd, Athol, MA 01331",Athol,WORCESTER,MA,,"HQJX+4Q Athol, Massachusetts",Google Maps,,
General contractor,,Rosati DBA John's Trucking Inc of Agawam MA,(413) 786-3340,,johnstrucking.net,,64,4.9,,,,,,,,,,,,"415 Silver St, Agawam, MA 01001",Agawam,HAMPDEN,MA,,"3954+PV Agawam, Massachusetts",Google Maps,,
